Day	Month	Year	Tmin(C)	Tmax(C)	Prcp(mm)	Et0(mm)
29	8	1980	22.25	30.80	0.00	4.00
30	8	1980	22.73	30.18	0.00	4.00
31	8	1980	25.53	31.92	0.00	4.37
1	9	1980	24.18	31.15	0.00	4.22
2	9	1980	24.30	31.63	0.00	4.29
3	9	1980	22.70	33.50	0.00	4.32
4	9	1980	23.40	30.23	0.00	4.14
5	9	1980	23.62	31.45	0.00	4.27
6	9	1980	23.95	31.85	0.00	4.34
7	9	1980	25.55	32.68	0.00	4.55
8	9	1980	27.85	33.60	0.00	4.82
9	9	1980	25.83	31.63	0.00	4.52
10	9	1980	22.20	29.40	0.00	4.08
11	9	1980	23.57	30.38	0.00	4.28
12	9	1980	26.03	31.13	0.00	4.55
13	9	1980	25.03	31.70	0.00	4.53
14	9	1980	26.60	31.98	0.00	4.70
15	9	1980	27.20	32.42	0.04	4.80
16	9	1980	15.82	21.25	0.17	2.99
17	9	1980	15.80	25.32	0.00	3.33
18	9	1980	21.15	29.90	0.00	4.15
19	9	1980	25.53	30.88	0.00	4.60
20	9	1980	26.17	32.83	0.00	4.83
21	9	1980	27.82	32.72	0.00	4.97
22	9	1980	21.45	28.38	0.00	4.10
23	9	1980	22.17	29.02	0.00	4.23
24	9	1980	24.88	32.62	0.00	4.76
25	9	1980	26.62	33.20	0.00	4.97
26	9	1980	27.15	32.35	0.02	4.96
27	9	1980	24.88	30.50	5.18	4.63
28	9	1980	26.30	30.92	1.27	4.80
29	9	1980	23.28	28.85	1.94	4.38
30	9	1980	25.07	30.23	0.00	4.66
1	10	1980	24.48	31.02	1.38	4.69
2	10	1980	23.92	28.62	17.30	4.45
3	10	1980	24.73	30.75	0.58	4.71
4	10	1980	26.68	31.18	0.00	4.92
5	10	1980	24.20	29.45	0.00	4.58
6	10	1980	22.83	28.20	0.00	4.36
7	10	1980	25.23	31.35	0.00	4.85
8	10	1980	24.73	32.48	0.60	4.91
9	10	1980	25.50	31.32	0.04	4.89
10	10	1980	26.60	32.45	0.00	5.10
11	10	1980	26.25	32.10	0.00	5.05
12	10	1980	24.28	29.92	0.43	4.70
13	10	1980	22.57	27.55	1.81	4.35
14	10	1980	24.30	30.85	0.00	4.80
15	10	1980	25.90	32.38	0.00	5.08
16	10	1980	25.33	32.05	0.00	5.01
17	10	1980	25.35	30.93	0.00	4.92
18	10	1980	24.62	30.90	1.17	4.86
19	10	1980	23.55	30.73	1.73	4.76
20	10	1980	25.85	32.35	3.00	5.11
21	10	1980	27.60	31.55	0.00	5.21
22	10	1980	26.40	32.20	0.04	5.17
23	10	1980	25.85	32.97	0.00	5.19
24	10	1980	27.75	31.43	0.00	5.23
25	10	1980	26.90	33.03	0.02	5.30
26	10	1980	26.63	32.75	0.17	5.26
27	10	1980	26.95	32.32	0.00	5.26
28	10	1980	25.30	30.83	0.15	4.99
29	10	1980	24.50	30.98	0.00	4.94
30	10	1980	25.10	31.35	0.00	5.03
31	10	1980	23.88	30.63	3.52	4.86
1	11	1980	23.50	30.53	0.09	4.82
2	11	1980	26.23	30.20	0.00	5.04
3	11	1980	25.10	30.60	0.00	4.98
4	11	1980	21.75	24.73	4.38	4.16
5	11	1980	22.55	27.55	5.77	4.49
6	11	1980	23.63	29.77	0.00	4.79
7	11	1980	24.58	29.48	0.00	4.85
8	11	1980	24.17	29.52	1.14	4.82
9	11	1980	20.30	23.70	10.95	3.95
10	11	1980	17.65	22.90	0.17	3.65
11	11	1980	20.93	25.60	0.00	4.19
12	11	1980	22.38	27.05	0.50	4.45
13	11	1980	21.70	27.20	3.67	4.41
14	11	1980	22.68	28.02	5.68	4.57
15	11	1980	22.48	27.45	2.81	4.51
16	11	1980	21.77	26.93	10.67	4.40
17	11	1980	22.48	28.17	0.26	4.58
18	11	1980	22.75	27.55	3.78	4.55
19	11	1980	22.85	27.92	2.25	4.59
20	11	1980	22.23	28.35	2.05	4.58
21	11	1980	23.00	27.65	0.04	4.58
22	11	1980	22.65	29.63	5.44	4.73
23	11	1980	22.75	28.48	8.68	4.64
24	11	1980	22.40	27.22	3.37	4.50
25	11	1980	22.70	29.03	3.50	4.69
26	11	1980	22.73	28.00	12.23	4.60
27	11	1980	22.28	26.60	13.61	4.43
28	11	1980	22.20	24.68	16.96	4.25
29	11	1980	21.28	23.85	3.84	4.10
30	11	1980	21.90	25.12	12.33	4.27
1	12	1980	21.75	25.57	7.78	4.30
2	12	1980	21.20	23.65	8.12	4.07
3	12	1980	21.45	24.32	11.60	4.16
4	12	1980	22.75	28.38	0.00	4.65
5	12	1980	23.45	29.27	0.93	4.79
6	12	1980	22.73	28.73	2.94	4.68
7	12	1980	22.13	26.23	6.98	4.40
8	12	1980	22.63	27.77	13.09	4.59
9	12	1980	21.92	25.98	5.14	4.36
10	12	1980	21.37	26.25	6.74	4.33
11	12	1980	23.03	28.02	0.02	4.65
12	12	1980	22.63	27.52	11.28	4.57
13	12	1980	22.35	25.75	13.26	4.38
14	12	1980	21.85	24.25	3.93	4.20
15	12	1980	21.55	25.18	5.01	4.26
16	12	1980	20.85	22.82	17.26	3.98
17	12	1980	21.67	24.75	6.80	4.23
18	12	1980	22.13	25.48	7.71	4.34
19	12	1980	22.07	26.37	7.71	4.41
20	12	1980	21.00	23.88	67.33	4.09
21	12	1980	20.28	22.77	15.62	3.92
22	12	1980	20.53	23.12	9.40	3.98
23	12	1980	20.95	24.83	6.50	4.17
24	12	1980	21.17	23.00	17.19	4.03
25	12	1980	21.10	23.62	8.53	4.08
26	12	1980	21.28	23.43	13.76	4.08
27	12	1980	21.67	23.75	10.07	4.14
28	12	1980	20.70	22.13	10.71	3.90
29	12	1980	20.13	21.98	4.13	3.84
30	12	1980	20.10	23.07	0.50	3.94
31	12	1980	22.07	25.50	6.18	4.34
1	1	1981	21.65	24.12	14.82	4.17
2	1	1981	21.50	23.60	9.31	4.11
3	1	1981	21.00	21.90	18.94	3.91
4	1	1981	20.82	22.48	6.74	3.95
5	1	1981	19.70	24.92	3.84	4.07
6	1	1981	20.25	25.35	10.00	4.16
7	1	1981	21.28	25.82	4.34	4.29
8	1	1981	20.92	25.37	3.24	4.22
9	1	1981	21.38	24.80	10.20	4.21
10	1	1981	20.98	26.13	5.92	4.29
11	1	1981	22.00	24.35	15.53	4.22
12	1	1981	21.35	24.50	6.39	4.18
13	1	1981	21.60	24.03	9.09	4.16
14	1	1981	21.90	25.67	6.76	4.33
15	1	1981	22.00	25.35	7.43	4.31
16	1	1981	21.30	24.45	0.86	4.17
17	1	1981	21.43	23.60	6.87	4.10
18	1	1981	21.20	24.43	13.80	4.15
19	1	1981	21.02	23.82	12.66	4.08
20	1	1981	21.00	24.60	0.91	4.15
21	1	1981	20.52	23.85	9.50	4.03
22	1	1981	20.88	25.20	7.56	4.19
23	1	1981	22.25	24.17	18.01	4.22
24	1	1981	21.67	23.48	27.22	4.10
25	1	1981	21.10	24.07	11.04	4.10
26	1	1981	20.88	23.85	3.00	4.06
27	1	1981	21.13	25.00	5.27	4.18
28	1	1981	21.15	25.02	5.83	4.18
29	1	1981	20.98	25.12	11.86	4.18
30	1	1981	20.65	24.17	13.20	4.06
31	1	1981	20.90	24.50	3.89	4.11
1	2	1981	21.42	22.80	2.89	4.00
2	2	1981	20.78	23.35	11.73	3.99
3	2	1981	20.80	25.32	0.24	4.16
4	2	1981	21.02	26.38	9.91	4.27
5	2	1981	20.27	24.63	16.22	4.05
6	2	1981	19.65	24.67	3.95	3.99
7	2	1981	20.38	25.65	14.75	4.14
8	2	1981	21.70	25.33	6.80	4.23
9	2	1981	19.98	24.63	3.46	4.00
10	2	1981	21.05	24.92	5.46	4.12
11	2	1981	21.10	25.67	3.61	4.19
12	2	1981	21.77	24.15	21.88	4.11
13	2	1981	20.85	24.10	36.68	4.02
14	2	1981	20.37	23.88	10.86	3.95
15	2	1981	19.05	23.68	4.97	3.81
16	2	1981	20.50	24.18	12.20	3.98
17	2	1981	20.38	23.95	7.02	3.94
18	2	1981	20.48	24.53	4.23	3.99
19	2	1981	21.60	25.20	4.69	4.15
20	2	1981	20.07	25.88	2.51	4.07
21	2	1981	19.80	25.30	8.25	3.98
22	2	1981	20.00	24.33	8.88	3.91
23	2	1981	20.27	25.05	4.88	3.99
24	2	1981	20.87	23.95	4.38	3.94
25	2	1981	21.37	25.90	3.82	4.15
26	2	1981	21.90	26.57	1.79	4.24
27	2	1981	21.35	24.32	0.19	3.99
28	2	1981	21.18	24.52	1.06	3.99
1	3	1981	21.50	26.00	4.60	4.13
2	3	1981	22.05	26.88	6.61	4.25
3	3	1981	21.37	26.42	4.62	4.14
4	3	1981	22.30	26.05	9.29	4.18
5	3	1981	22.37	27.37	4.88	4.29
6	3	1981	22.10	26.40	5.72	4.17
7	3	1981	22.30	25.98	9.85	4.14
8	3	1981	22.48	25.88	12.57	4.14
9	3	1981	22.90	26.70	14.77	4.24
10	3	1981	22.40	24.63	22.33	4.01
11	3	1981	22.23	24.35	6.54	3.96
12	3	1981	22.57	24.90	20.17	4.02
13	3	1981	21.55	22.07	91.15	3.69
14	3	1981	21.15	24.23	10.76	3.82
15	3	1981	21.92	24.70	7.13	3.92
16	3	1981	21.73	25.33	4.97	3.94
17	3	1981	21.20	24.98	11.77	3.86
18	3	1981	21.98	24.50	12.33	3.87
19	3	1981	21.70	24.15	63.63	3.81
20	3	1981	21.88	24.42	17.52	3.83
21	3	1981	21.87	23.67	11.86	3.76
22	3	1981	21.10	22.98	6.39	3.62
23	3	1981	20.80	23.60	4.95	3.64
24	3	1981	21.90	23.50	25.34	3.71
25	3	1981	21.20	22.45	17.30	3.55
26	3	1981	20.57	21.68	15.06	3.43
27	3	1981	20.48	21.78	3.41	3.41
28	3	1981	20.45	23.28	4.60	3.52
29	3	1981	20.57	23.77	4.49	3.56
30	3	1981	21.45	24.18	6.13	3.64
31	3	1981	21.05	23.50	13.74	3.55
1	4	1981	21.07	23.90	11.92	3.57
2	4	1981	21.30	24.45	5.64	3.61
3	4	1981	20.32	24.13	7.08	3.50
4	4	1981	20.53	23.53	8.25	3.45
5	4	1981	20.15	22.10	5.10	3.30
6	4	1981	20.23	23.17	7.24	3.37
7	4	1981	20.98	24.53	3.05	3.52
8	4	1981	20.23	24.88	0.86	3.48
9	4	1981	20.20	25.23	0.22	3.49
10	4	1981	20.85	25.90	0.22	3.57
11	4	1981	21.00	26.15	0.02	3.59
12	4	1981	20.92	25.75	0.00	3.54
13	4	1981	20.17	25.25	0.67	3.43
14	4	1981	20.35	24.17	7.52	3.35
15	4	1981	20.40	23.32	9.85	3.27
16	4	1981	20.33	23.55	3.20	3.27
17	4	1981	20.58	24.65	0.67	3.36
18	4	1981	19.98	24.25	1.36	3.27
19	4	1981	17.58	22.90	0.00	2.98
20	4	1981	19.50	23.68	0.58	3.16
21	4	1981	19.93	23.68	0.89	3.18
22	4	1981	19.40	24.32	1.21	3.17
23	4	1981	20.23	25.00	2.03	3.27
24	4	1981	20.48	24.90	2.42	3.26
25	4	1981	21.28	26.03	0.00	3.39
26	4	1981	21.03	25.80	3.09	3.34
27	4	1981	21.05	25.32	1.45	3.29
28	4	1981	21.07	24.82	9.98	3.24
29	4	1981	20.10	21.48	4.04	2.93
30	4	1981	17.98	21.75	0.04	2.78
1	5	1981	18.08	21.88	0.00	2.79
2	5	1981	18.60	23.32	2.94	2.91
3	5	1981	21.15	23.60	9.03	3.10
4	5	1981	20.93	23.95	2.66	3.09
5	5	1981	20.90	24.12	8.10	3.09
6	5	1981	20.55	25.10	1.62	3.12
7	5	1981	19.97	25.00	0.00	3.06
8	5	1981	20.30	24.75	0.00	3.05
9	5	1981	19.85	24.02	0.00	2.96
10	5	1981	18.85	24.12	0.00	2.89
11	5	1981	19.38	24.70	0.00	2.95
12	5	1981	19.07	24.15	0.00	2.88
13	5	1981	19.63	24.30	0.00	2.92
14	5	1981	18.65	24.92	0.00	2.88
15	5	1981	18.30	25.25	0.00	2.87
16	5	1981	18.50	24.55	0.00	2.82
17	5	1981	18.50	24.30	0.00	2.80
18	5	1981	18.33	24.55	0.00	2.79
19	5	1981	19.40	25.70	0.00	2.93
20	5	1981	19.95	25.35	0.00	2.93
21	5	1981	18.45	24.97	0.00	2.80
22	5	1981	18.75	24.67	0.00	2.79
23	5	1981	19.93	25.05	0.00	2.88
24	5	1981	19.67	25.30	0.00	2.87
25	5	1981	19.10	25.42	0.00	2.83
26	5	1981	17.78	24.53	0.00	2.68
27	5	1981	17.48	22.70	0.00	2.54
28	5	1981	17.17	22.88	0.00	2.53
29	5	1981	17.52	24.15	0.00	2.62
30	5	1981	17.07	24.68	0.00	2.62
31	5	1981	15.92	24.30	0.00	2.52
1	6	1981	19.90	24.65	0.00	2.78
2	6	1981	21.08	25.65	0.00	2.91
3	6	1981	21.08	26.17	0.00	2.94
4	6	1981	19.85	25.28	0.09	2.80
5	6	1981	19.17	25.88	0.00	2.79
6	6	1981	19.92	24.12	9.24	2.72
7	6	1981	18.15	20.37	7.86	2.38
8	6	1981	14.88	20.07	0.00	2.15
9	6	1981	15.88	22.58	0.00	2.36
10	6	1981	17.67	24.28	0.00	2.58
11	6	1981	19.67	25.08	0.00	2.74
12	6	1981	18.38	24.75	0.00	2.64
13	6	1981	19.65	24.25	0.02	2.69
14	6	1981	18.08	24.25	0.00	2.59
15	6	1981	17.70	24.13	0.00	2.55
16	6	1981	18.02	22.65	0.00	2.48
17	6	1981	17.63	22.92	0.04	2.47
18	6	1981	15.27	20.67	0.11	2.19
19	6	1981	16.02	22.92	0.00	2.37
20	6	1981	18.60	24.60	0.00	2.63
21	6	1981	18.95	25.27	0.00	2.69
22	6	1981	18.57	25.13	0.00	2.66
23	6	1981	18.60	24.60	0.00	2.63
24	6	1981	18.35	24.40	0.00	2.61
25	6	1981	17.23	23.67	0.00	2.49
26	6	1981	17.48	22.93	0.00	2.46
27	6	1981	14.48	22.50	0.00	2.26
28	6	1981	15.17	22.73	0.00	2.32
29	6	1981	17.18	22.80	0.00	2.44
30	6	1981	18.05	24.85	0.00	2.63
1	7	1981	18.45	25.55	0.00	2.70
2	7	1981	17.25	23.40	0.00	2.49
3	7	1981	18.30	23.98	0.00	2.60
4	7	1981	19.82	24.95	0.00	2.76
5	7	1981	17.60	23.85	0.00	2.55
6	7	1981	18.07	24.45	0.00	2.63
7	7	1981	19.63	23.77	0.09	2.68
8	7	1981	16.32	22.75	0.00	2.42
9	7	1981	16.25	21.57	0.00	2.35
10	7	1981	18.40	22.45	0.00	2.54
11	7	1981	16.40	24.20	0.00	2.53
12	7	1981	17.30	24.17	0.00	2.59
13	7	1981	15.93	24.15	0.00	2.51
14	7	1981	17.30	24.48	0.00	2.63
15	7	1981	17.13	24.98	0.00	2.65
16	7	1981	18.20	25.30	0.00	2.75
17	7	1981	16.25	23.13	0.00	2.49
18	7	1981	10.60	14.98	0.00	1.63
19	7	1981	8.15	13.02	0.00	1.35
20	7	1981	8.40	14.52	0.00	1.47
21	7	1981	11.35	19.17	0.00	1.96
22	7	1981	15.85	23.65	0.00	2.54
23	7	1981	16.75	21.57	0.00	2.47
24	7	1981	12.78	18.33	0.00	2.01
25	7	1981	12.35	19.40	0.00	2.06
26	7	1981	15.13	23.30	0.00	2.51
27	7	1981	16.68	24.95	0.00	2.73
28	7	1981	17.07	24.90	0.00	2.76
29	7	1981	18.27	25.37	0.00	2.88
30	7	1981	18.77	26.10	0.00	2.97
31	7	1981	19.93	27.53	0.00	3.15
1	8	1981	18.20	27.65	0.00	3.06
2	8	1981	19.40	26.57	0.00	3.08
3	8	1981	20.18	27.65	0.00	3.22
4	8	1981	22.05	28.50	0.00	3.41
5	8	1981	20.82	27.92	0.00	3.31
6	8	1981	21.32	27.93	0.00	3.35
7	8	1981	22.60	28.00	0.00	3.46
8	8	1981	22.30	29.82	0.00	3.58
9	8	1981	21.57	27.80	0.00	3.40
10	8	1981	18.53	25.15	0.00	3.02
11	8	1981	18.48	27.30	0.00	3.18
12	8	1981	21.53	29.15	0.00	3.54
13	8	1981	21.00	30.48	0.00	3.61
14	8	1981	20.83	31.25	0.00	3.67
15	8	1981	22.62	29.78	0.00	3.71
16	8	1981	22.13	30.85	0.00	3.76
17	8	1981	25.55	31.08	0.00	4.04
18	8	1981	22.25	28.63	0.00	3.64
19	8	1981	20.80	27.00	0.00	3.44
20	8	1981	19.88	28.62	0.00	3.50
21	8	1981	20.10	29.07	0.00	3.57
22	8	1981	21.35	29.22	0.00	3.69
23	8	1981	23.82	30.38	0.00	3.97
24	8	1981	22.35	30.27	0.00	3.87
25	8	1981	23.15	30.85	0.00	3.99
26	8	1981	22.78	30.32	0.00	3.94
27	8	1981	22.65	30.12	0.00	3.93
28	8	1981	23.12	30.65	0.00	4.02
29	8	1981	21.90	31.13	0.00	3.98
30	8	1981	21.45	30.65	0.00	3.93
31	8	1981	21.75	30.38	0.00	3.95
1	9	1981	21.65	30.73	0.00	3.98
2	9	1981	22.95	30.50	0.00	4.08
3	9	1981	23.68	30.85	0.00	4.18
4	9	1981	25.43	30.75	0.00	4.32
5	9	1981	22.82	30.23	0.00	4.10
6	9	1981	24.52	31.42	0.00	4.34
7	9	1981	24.70	32.88	0.00	4.48
8	9	1981	26.70	32.80	0.00	4.65
9	9	1981	25.17	31.73	0.00	4.46
10	9	1981	25.80	31.85	0.00	4.54
11	9	1981	24.07	32.23	0.00	4.45
12	9	1981	23.70	31.45	0.00	4.37
13	9	1981	23.85	32.15	0.00	4.46
14	9	1981	25.28	31.55	0.00	4.54
15	9	1981	16.78	24.10	0.00	3.28
16	9	1981	18.73	27.68	0.00	3.73
17	9	1981	22.70	31.50	0.00	4.38
18	9	1981	25.33	32.43	0.00	4.68
19	9	1981	28.18	34.15	0.00	5.07
20	9	1981	27.65	32.98	0.00	4.94
21	9	1981	27.63	32.32	0.00	4.91
22	9	1981	25.78	32.78	0.00	4.81
23	9	1981	26.37	33.28	0.00	4.91
24	9	1981	26.90	34.25	0.00	5.05
25	9	1981	24.80	33.62	0.00	4.84
26	9	1981	26.95	34.30	0.00	5.09
27	9	1981	27.27	33.02	0.00	5.03
28	9	1981	29.25	33.97	0.00	5.28
29	9	1981	23.70	30.23	1.40	4.52
30	9	1981	17.03	24.30	0.37	3.47
1	10	1981	21.90	28.55	0.00	4.25
2	10	1981	26.85	31.50	0.37	4.93
3	10	1981	25.75	30.50	0.15	4.76
4	10	1981	25.60	31.13	0.00	4.82
5	10	1981	25.45	31.13	0.00	4.82
6	10	1981	27.07	32.12	0.00	5.05
7	10	1981	25.67	31.93	0.00	4.93
8	10	1981	26.80	33.63	0.02	5.18
9	10	1981	27.07	33.62	0.06	5.22
10	10	1981	28.80	33.80	0.13	5.39
11	10	1981	22.55	28.23	17.63	4.38
12	10	1981	24.00	29.57	0.04	4.63
13	10	1981	23.13	28.27	8.83	4.45
14	10	1981	22.32	26.32	12.87	4.22
15	10	1981	22.50	25.55	7.32	4.18
16	10	1981	23.23	28.85	1.30	4.54
17	10	1981	22.23	26.53	13.82	4.26
18	10	1981	22.10	26.05	6.83	4.21
19	10	1981	22.40	27.60	14.17	4.38
20	10	1981	21.75	24.13	8.81	4.03
21	10	1981	22.00	27.48	0.00	4.35
22	10	1981	22.62	27.45	10.39	4.41
23	10	1981	22.63	27.02	7.95	4.38
24	10	1981	22.33	24.95	25.47	4.17
25	10	1981	21.80	26.67	0.48	4.29
26	10	1981	23.98	29.23	0.00	4.71
27	10	1981	25.55	30.53	1.49	4.97
28	10	1981	23.35	27.38	9.22	4.50
29	10	1981	22.67	28.67	6.13	4.56
30	10	1981	23.70	27.38	1.27	4.54
31	10	1981	22.98	25.98	22.90	4.36
1	11	1981	23.23	26.70	15.25	4.45
2	11	1981	22.22	27.25	6.54	4.42
3	11	1981	22.48	25.48	19.72	4.28
4	11	1981	22.70	26.38	5.44	4.39
5	11	1981	22.03	26.75	7.69	4.37
6	11	1981	22.87	25.85	12.59	4.37
7	11	1981	22.35	24.92	25.60	4.24
8	11	1981	21.63	25.35	7.86	4.22
9	11	1981	22.23	25.07	21.25	4.25
10	11	1981	22.17	25.68	23.16	4.30
11	11	1981	22.18	25.10	20.89	4.25
12	11	1981	21.77	23.88	9.50	4.11
13	11	1981	21.40	23.08	16.96	4.01
14	11	1981	20.85	22.30	7.02	3.89
15	11	1981	20.88	23.73	4.51	4.02
16	11	1981	21.28	22.15	14.08	3.92
17	11	1981	21.60	25.08	6.37	4.21
18	11	1981	21.67	24.38	7.80	4.16
19	11	1981	21.57	24.18	16.11	4.14
20	11	1981	19.83	22.20	155.33	3.80
21	11	1981	20.62	23.95	4.54	4.03
22	11	1981	21.87	26.03	17.73	4.34
23	11	1981	21.70	25.45	5.96	4.27
24	11	1981	21.18	24.65	12.36	4.15
25	11	1981	21.55	24.88	4.90	4.21
26	11	1981	21.47	25.10	9.35	4.22
27	11	1981	21.57	24.88	19.70	4.21
28	11	1981	22.17	24.35	19.74	4.22
29	11	1981	21.68	24.78	2.29	4.22
30	11	1981	21.45	25.25	0.04	4.24
1	12	1981	22.25	27.00	8.64	4.47
2	12	1981	21.93	23.23	93.51	4.10
3	12	1981	20.70	22.00	23.87	3.88
4	12	1981	21.28	24.80	12.64	4.19
5	12	1981	21.65	23.85	6.83	4.14
6	12	1981	21.82	24.32	2.81	4.20
7	12	1981	21.43	25.15	6.80	4.24
8	12	1981	21.85	24.65	13.78	4.23
9	12	1981	21.82	24.53	15.03	4.22
10	12	1981	21.55	24.93	1.36	4.23
11	12	1981	20.88	24.77	8.16	4.15
12	12	1981	21.98	27.27	0.80	4.48
13	12	1981	21.98	25.65	9.09	4.34
14	12	1981	21.98	25.98	5.72	4.37
15	12	1981	21.98	22.72	21.47	4.07
16	12	1981	21.70	22.97	6.83	4.07
17	12	1981	21.60	24.32	14.13	4.18
18	12	1981	21.98	23.78	15.42	4.17
19	12	1981	21.70	24.28	15.83	4.19
20	12	1981	21.20	24.95	3.11	4.21
21	12	1981	20.45	24.85	1.92	4.13
22	12	1981	21.50	27.03	7.11	4.42
23	12	1981	21.60	26.73	6.37	4.40
24	12	1981	21.57	26.85	6.09	4.41
25	12	1981	21.30	26.93	1.06	4.40
26	12	1981	21.53	25.60	4.80	4.30
27	12	1981	21.65	26.48	9.85	4.39
28	12	1981	22.45	26.15	6.65	4.43
29	12	1981	21.80	25.55	8.04	4.32
30	12	1981	22.33	25.10	15.21	4.32
31	12	1981	22.90	25.05	33.44	4.37
1	1	1982	21.52	23.82	34.45	4.14
2	1	1982	20.92	23.58	15.75	4.06
3	1	1982	20.85	24.28	13.56	4.11
4	1	1982	20.53	24.15	21.06	4.07
5	1	1982	21.57	24.90	7.71	4.24
6	1	1982	21.90	24.73	9.74	4.25
7	1	1982	21.35	24.35	1.84	4.17
8	1	1982	20.45	23.87	6.31	4.04
9	1	1982	20.63	21.35	69.79	3.83
10	1	1982	20.57	23.67	3.56	4.03
11	1	1982	20.82	24.07	9.89	4.09
12	1	1982	20.70	23.63	1.30	4.04
13	1	1982	21.75	24.05	7.04	4.17
14	1	1982	21.45	24.47	7.15	4.18
15	1	1982	22.40	25.63	11.56	4.37
16	1	1982	22.00	25.30	3.74	4.31
17	1	1982	21.02	23.57	3.56	4.06
18	1	1982	20.92	23.23	9.46	4.02
19	1	1982	20.15	24.23	4.54	4.04
20	1	1982	20.98	24.20	21.08	4.11
21	1	1982	21.70	23.75	14.54	4.13
22	1	1982	21.50	24.03	15.36	4.14
23	1	1982	20.75	22.93	16.20	3.97
24	1	1982	20.73	22.85	17.86	3.96
25	1	1982	20.12	23.28	7.95	3.94
26	1	1982	20.85	24.03	13.24	4.07
27	1	1982	21.40	22.85	42.16	4.01
28	1	1982	21.17	23.17	8.51	4.02
29	1	1982	21.10	23.07	2.53	4.00
30	1	1982	21.38	23.73	12.05	4.08
31	1	1982	21.15	22.30	23.31	3.93
1	2	1982	20.58	23.35	6.24	3.97
2	2	1982	20.50	22.18	10.45	3.85
3	2	1982	20.65	22.05	17.00	3.85
4	2	1982	19.73	23.42	11.82	3.89
5	2	1982	21.17	23.85	19.18	4.06
6	2	1982	20.88	23.10	0.78	3.96
7	2	1982	20.88	23.48	15.18	3.99
8	2	1982	21.25	23.70	10.00	4.04
9	2	1982	21.38	25.15	1.08	4.18
10	2	1982	21.00	25.00	12.12	4.12
11	2	1982	21.47	24.63	15.85	4.13
12	2	1982	21.23	25.03	10.86	4.14
13	2	1982	21.32	24.67	9.09	4.11
14	2	1982	21.98	25.15	15.27	4.21
15	2	1982	21.70	24.42	9.46	4.11
16	2	1982	21.52	23.32	3.48	3.99
17	2	1982	20.30	23.90	11.88	3.93
18	2	1982	21.90	24.80	17.04	4.15
19	2	1982	21.08	25.57	2.98	4.13
20	2	1982	21.15	25.62	13.00	4.14
21	2	1982	21.23	23.67	1.79	3.97
22	2	1982	21.03	25.00	7.34	4.06
23	2	1982	21.27	25.07	18.71	4.08
24	2	1982	21.88	23.30	17.00	3.97
25	2	1982	21.45	23.98	13.67	3.99
26	2	1982	20.65	22.73	4.86	3.80
27	2	1982	20.65	23.20	1.56	3.83
28	2	1982	21.13	24.42	11.32	3.97
1	3	1982	21.18	24.70	6.18	3.99
2	3	1982	21.40	24.48	15.21	3.98
3	3	1982	21.55	24.50	11.69	3.99
4	3	1982	21.72	24.42	6.85	3.99
5	3	1982	21.72	24.13	6.31	3.96
6	3	1982	21.77	23.55	10.56	3.90
7	3	1982	21.62	23.30	5.96	3.86
8	3	1982	21.15	22.38	5.68	3.73
9	3	1982	20.45	21.88	4.49	3.62
10	3	1982	20.45	22.38	3.72	3.65
11	3	1982	20.03	23.48	2.66	3.70
12	3	1982	21.03	23.82	8.79	3.80
13	3	1982	22.00	24.65	12.31	3.94
14	3	1982	21.42	25.22	1.36	3.93
15	3	1982	21.65	24.70	9.18	3.89
16	3	1982	21.33	25.53	3.11	3.92
17	3	1982	21.23	25.75	3.20	3.92
18	3	1982	21.20	26.35	7.95	3.96
19	3	1982	21.50	25.73	12.48	3.92
20	3	1982	21.40	24.55	4.10	3.80
21	3	1982	22.03	25.08	6.48	3.88
22	3	1982	21.42	23.45	2.31	3.69
23	3	1982	21.13	25.00	5.85	3.78
24	3	1982	21.48	24.85	18.58	3.78
25	3	1982	21.85	24.73	6.44	3.79
26	3	1982	21.48	23.77	1.71	3.67
27	3	1982	21.13	23.73	8.47	3.62
28	3	1982	17.55	20.13	1.17	3.03
29	3	1982	16.85	18.13	1.71	2.80
30	3	1982	18.90	20.38	1.36	3.14
31	3	1982	20.90	23.15	5.59	3.51
1	4	1982	21.55	23.95	16.37	3.61
2	4	1982	22.10	25.15	2.87	3.73
3	4	1982	21.80	26.02	1.75	3.76
4	4	1982	21.60	26.03	1.79	3.73
5	4	1982	21.30	25.62	0.39	3.66
6	4	1982	21.35	25.48	2.14	3.64
7	4	1982	21.00	25.28	4.67	3.58
8	4	1982	20.65	24.78	2.44	3.50
9	4	1982	20.88	23.65	10.91	3.42
10	4	1982	19.83	23.55	8.70	3.32
11	4	1982	19.85	22.83	13.15	3.25
12	4	1982	20.93	23.57	8.77	3.37
13	4	1982	21.03	22.45	7.95	3.28
14	4	1982	20.75	22.80	5.62	3.27
15	4	1982	20.10	23.40	2.40	3.26
16	4	1982	19.90	22.12	0.58	3.13
17	4	1982	19.73	21.97	0.89	3.09
18	4	1982	20.38	22.43	9.31	3.16
19	4	1982	20.78	23.60	1.27	3.26
20	4	1982	20.80	23.70	8.21	3.26
21	4	1982	20.85	23.48	4.64	3.23
22	4	1982	20.90	23.35	4.41	3.21
23	4	1982	21.03	23.00	8.79	3.18
24	4	1982	19.17	23.48	0.00	3.07
25	4	1982	19.97	23.55	3.74	3.12
26	4	1982	20.52	23.70	3.43	3.15
